,content_type,content_length,comments_count,follower_count,ER,day,hour,description_score,hashtag_count,desciption_word_count
17351,2,92,185,274995,4.421898579974181,2,2,0.2833333333333333,0,20
17353,0,58,217,511416,2.379080826567804,2,3,0.0,1,14
17365,3,510,183,224669,5.435106757051485,2,5,0.10281385281385282,2,19
17368,3,416,181,149728,8.227586022654414,2,5,0.13766233766233765,3,14
17373,3,261,189,703166,1.7069937966283921,2,7,0.3,0,8
17375,3,61,180,232330,5.155597641286102,2,9,0.10142857142857142,2,21
17377,2,18,204,132064,9.156166707051126,2,10,0.0,2,12
17378,3,146,195,819934,1.4824363912217324,2,10,0.0,0,8
17382,3,450,198,587355,2.0891964825361153,2,12,0.25,2,16
17390,3,357,185,455314,2.697259473681899,2,15,0.0,0,10
17392,3,203,191,310748,3.9173220744783555,2,15,0.0,1,10
17396,3,44,208,407528,3.010345301427141,2,16,-0.2,1,21
17398,2,101,190,663027,1.8052055195338954,2,17,0.26666666666666666,3,13
17400,3,93,199,45467,26.883233993885675,2,17,0.2,2,24
17403,3,154,203,665766,1.8272185722911654,2,20,0.0,5,10
17404,3,117,190,476789,2.535503126120779,2,21,0.0,2,17
17416,3,153,215,708371,1.7287551297272192,3,0,0.14489795918367346,4,33
17433,2,37,207,357098,3.385065164184622,3,8,0.06428571428571428,1,16
17443,3,534,211,371465,3.241758981330677,3,9,0.024999999999999994,3,31
17444,3,132,205,527539,2.312625227708283,3,9,0.2222222222222222,3,31
17445,2,132,189,971191,1.2370378226322114,3,9,0.10714285714285714,4,6
17456,1,545,210,358206,3.359240213731763,3,11,0.17142857142857143,5,26
17469,0,86,206,713047,1.6516442815129997,3,15,0.0700757575757576,2,22
17477,3,64,200,913275,1.3047548657304755,3,17,0.12285714285714286,2,24
17481,3,49,209,645401,1.879451689724683,3,19,-0.14777777777777779,5,33
17482,0,531,178,390845,3.0828077626680654,3,19,0.16599326599326603,2,22
17487,3,534,205,499830,2.419822739731509,3,20,-0.12916666666666662,1,18
17490,3,37,194,673608,1.8029773993182978,3,21,0.19999999999999998,3,34
17491,3,154,183,466175,2.587011315493109,3,22,-0.03333333333333333,1,12
17494,3,417,195,178806,6.706710065657752,3,22,0.05740740740740741,5,36
17498,3,85,202,141466,8.625394087625295,1,0,0.18928571428571428,4,26
17502,3,210,169,992891,1.2122176553116102,1,1,-0.03714285714285715,4,23
17506,0,62,198,488881,2.482608242087543,1,5,0.03333333333333333,4,16
17509,3,71,214,835950,1.4474549913272325,1,6,-0.05,4,11
17510,3,196,203,916569,1.3089030940387467,1,6,0.0,2,11
17522,3,129,199,261145,4.590936069999425,1,10,-0.26666666666666666,1,33
17534,3,118,204,829838,1.4573928887324996,1,13,0.18611111111111112,1,19
17535,0,319,188,463907,2.637382061490773,1,15,0.05069444444444444,2,15
17536,1,546,188,532469,2.299100980526566,1,15,0.0,0,15
17539,3,50,192,614718,1.9587843531505504,1,18,-0.041666666666666664,4,23
17543,3,379,195,969099,1.2555992731392767,1,19,-0.0625,4,25
17546,3,506,178,788284,1.5564187526323001,1,19,0.05,0,18
17551,1,225,198,729189,1.6654118479571138,1,20,0.15333333333333335,0,18
17555,1,75,225,662120,1.8324472905213556,1,21,0.02857142857142856,2,36
17566,3,109,206,659785,1.8625764453571996,1,23,0.002083333333333335,5,22
17569,2,226,212,722596,1.6985978333674694,5,0,-0.4,5,7
17570,1,477,179,946859,1.279704792371409,5,0,0.19999999999999998,4,11
17571,3,80,190,491967,2.446912089632028,5,1,-0.05,0,37
17577,3,345,199,93954,12.905251506056157,5,3,0.275,0,18
17581,3,235,212,175463,6.9028798094185095,5,5,0.06666666666666667,2,13
17599,3,156,201,514910,2.347012099201802,5,14,0.1,4,18
17603,0,292,196,647283,1.8877368940633386,5,15,0.11666666666666667,4,13
17614,3,75,210,767981,1.5694398689550915,5,18,0.22500000000000006,2,11
17626,3,109,209,122508,9.842622522610768,5,20,0.06666666666666667,3,16
17627,0,189,209,538171,2.17997625290103,5,21,-0.1,4,10
17632,3,204,228,154673,7.867565767781061,5,23,0.2222222222222222,0,16
17635,3,186,204,818448,1.4699773229331614,6,1,-0.2,1,21
17646,3,423,181,940962,1.2961203534255368,6,4,0.06000000000000001,1,20
17649,3,181,224,836619,1.457055123060796,6,5,0.06666666666666668,4,13
17652,3,151,197,529546,2.279877479954527,6,8,0.0,4,14
17655,3,48,193,578013,2.11240923647046,6,8,0.05133928571428571,4,27
17656,3,100,190,359473,3.380504238148623,6,8,0.08333333333333333,1,25
17657,3,541,199,924288,1.293644405207035,6,9,0.16666666666666669,0,19
17665,3,14,189,410293,2.9374130194763257,6,11,-0.012962962962962942,3,20
17668,2,39,195,726489,1.6597636027524163,6,12,0.13333333333333333,2,12
17676,0,478,215,824910,1.4879198942914986,6,16,-0.06481481481481481,5,17
17678,3,460,202,536118,2.2713283269727933,6,16,0.5,0,15
17687,3,125,186,443620,2.783463324466886,6,20,0.31666666666666665,1,34
17696,3,529,179,330518,3.666971239085315,6,23,0.08928571428571429,0,22
17697,0,97,193,36836,32.70441958953198,6,23,0.24374999999999997,5,21
17700,1,80,212,879604,1.3682293395664413,4,0,0.0,3,15
17711,0,407,187,786040,1.5349091649279933,4,5,0.22727272727272727,5,18
17718,3,22,177,655432,1.8715900352744448,4,7,0.10476190476190476,0,21
17722,1,585,207,654481,1.8379448754050918,4,9,0.14999999999999997,1,22
17726,1,519,211,886729,1.3572354123977,4,12,0.2,2,12
17727,3,165,206,570938,2.115641278037195,4,12,0.125,4,13
17729,3,404,228,799496,1.5040725657164014,4,13,0.10476190476190476,4,37
17731,3,420,199,961239,1.2494291222058198,4,13,0.0,0,8
17738,2,133,211,151244,8.077014625373568,4,15,0.1429166666666667,1,27
17746,1,515,199,686575,1.765138550049157,4,17,0.08888888888888889,4,32
17748,3,417,209,767667,1.5599211637337544,4,17,0.05,5,8
17754,1,179,213,513400,2.3354109855862877,4,18,-0.35,1,14
17767,1,91,215,176923,6.922785618602442,0,1,-0.1675,1,17
17773,0,197,183,934102,1.277269505899784,0,2,0.05,0,28
17774,3,131,221,245794,4.919566791703621,0,3,0.14107142857142857,5,18
17775,3,118,193,354803,3.411752437268005,0,3,-0.19166666666666665,1,19
17780,3,188,181,996209,1.227553655909553,0,4,0.07866419294990722,4,31
17797,3,27,185,186067,6.61428410196327,0,8,0.2464285714285714,4,34
17799,3,120,226,983216,1.224247774649721,0,8,0.25,5,10
17800,3,66,193,319624,3.7575401096288137,0,9,0.026666666666666665,3,30
17802,3,105,221,123019,9.941553743730642,0,10,0.5,3,18
17813,1,186,212,792487,1.5133371272967255,0,14,0.39999999999999997,2,8
17816,3,153,199,126420,9.357696566998893,0,16,0.0,5,20
17823,3,89,193,760258,1.5940641203380956,0,17,0.16666666666666666,3,12
17824,3,172,214,276744,4.391061775503714,0,17,0.0,5,14
17827,2,529,186,595145,2.0032093019348225,0,19,-0.030000000000000006,5,27
17829,2,72,166,326935,3.708382400171288,0,19,0.07999999999999999,0,28
17849,2,190,192,179082,6.839325001954412,2,2,0.22000000000000003,5,19
17855,3,165,201,303612,3.9774448967761487,2,3,-0.07142857142857142,4,11
17857,3,401,190,959735,1.255763309663605,2,4,0.0,4,24
17865,3,12,200,691754,1.7279264015820652,2,5,0.08,4,8
17868,2,433,212,687831,1.7582807404725869,2,6,0.1888888888888889,5,23
17869,3,197,181,923702,1.2904594771906956,2,7,-0.06825396825396825,5,13
17870,0,247,181,402137,3.0178769921693354,2,7,0.0,2,17
17877,3,460,206,70173,17.290125831872658,2,9,0.037500000000000006,1,35
17878,2,443,201,195917,6.227126793489079,2,10,0.13333333333333333,1,13
17879,3,136,184,965209,1.251853225570835,2,10,0.05555555555555555,1,35
17882,2,215,196,818764,1.4769823783165845,2,11,0.0,5,7
17891,2,139,185,973823,1.238315381748018,2,15,-0.1166666666666667,3,10
17901,1,41,188,995680,1.2165555198457336,2,20,0.0,4,17
17903,3,144,183,693257,1.7621170792361276,2,20,0.2714285714285714,0,20
17915,2,76,186,520886,2.320277373551986,2,23,0.0,3,14
17921,2,56,231,812969,1.4989501444704534,3,0,0.03,2,17
17922,3,398,217,413262,2.962769381167395,3,1,-0.0043981481481481415,4,29
17923,3,287,185,608037,2.0021807883401834,3,1,0.3666666666666667,2,14
17936,3,76,222,791583,1.5491742495733234,3,6,0.15357142857142858,0,24
17939,3,158,207,856204,1.4215070240269843,3,7,0.16666666666666666,4,18
17940,3,499,194,759675,1.5939711060650938,3,7,-0.004861111111111108,1,23
17941,0,146,197,338895,3.6031809262455923,3,8,0.1142857142857143,3,31
17943,3,324,195,467723,2.611160879409394,3,8,0.25550595238095236,2,41
17956,3,27,213,377568,3.1814136791253493,3,14,0.0,4,7
17978,3,565,200,438743,2.7535482047576827,3,20,-0.09999999999999999,1,16
17979,0,12,204,152216,7.968281915173176,3,20,-0.01111111111111109,3,17
17981,3,475,198,693710,1.7275230283547878,3,21,-0.13333333333333333,3,21
17987,0,83,187,569428,2.105797396685797,1,0,0.0,0,15
17995,3,60,207,39025,31.218449711723256,1,2,0.21224489795918364,5,20
18002,2,590,202,60781,19.905891643770257,1,4,0.14375,2,17
18009,3,529,194,100520,12.054317548746518,1,9,0.19999999999999998,2,18
18017,2,223,208,939311,1.292543151309843,1,11,-0.008333333333333331,3,21
18020,3,79,188,127303,9.591290071718655,1,12,-0.15,4,13
18022,3,225,207,174947,6.932385236671677,1,13,-0.0625,3,12
18025,3,497,207,816802,1.469634011669903,1,14,0.06,2,22
18027,3,22,207,625766,1.931872297312414,1,15,0.06666666666666667,3,29
18028,3,458,208,452853,2.6361755359907075,1,15,0.0,0,25
18030,3,287,188,594989,2.0489454426888565,1,15,0.27785714285714286,2,23
18034,3,312,199,618663,1.9621344738573343,1,16,0.28571428571428575,2,22
18045,0,44,159,725785,1.6517288177628362,1,20,-0.25,4,12
18049,1,365,209,539337,2.225881035419413,1,22,0.029166666666666664,3,19
18065,2,144,233,450129,2.644130904696209,5,4,0.1525,0,20
18069,3,239,195,803739,1.484810367544688,5,5,0.1,5,16
18080,3,216,196,139532,8.57366052231746,5,9,0.18666666666666668,1,23
18091,2,154,207,144505,8.480675409155394,5,13,-0.0012755102040816321,3,28
18108,1,348,180,280925,4.231378481801192,5,17,0.37351190476190477,1,22
18109,3,161,187,49052,24.41898393541548,5,18,0.16626984126984126,1,22
18117,0,469,176,873555,1.386403832615004,5,21,0.125,5,14
18120,1,77,190,185559,6.526226159873678,5,22,-0.16666666666666666,5,25
18122,2,40,205,859976,1.4067834451193986,5,23,0.0,2,9
18129,0,579,182,915893,1.3274476385341956,6,2,0.0,3,9
18131,1,477,248,508261,2.36866491822115,6,3,0.45,5,13
18132,1,122,210,815892,1.4744598549808063,6,4,0.04,4,16
18133,3,195,194,452657,2.695639303048445,6,4,0.007305194805194804,5,15
18135,3,371,184,109576,11.138387968168212,6,5,-0.13333333333333333,3,17
18144,0,177,202,626674,1.897158650271114,6,7,0.09999999999999998,4,15
18155,3,128,177,943745,1.2723776020005404,6,11,0.08020833333333334,2,30
18160,1,581,203,405597,3.004460092160445,6,13,0.1134920634920635,3,26
18163,0,430,189,375041,3.2241808228966966,6,14,0.225,4,20
18166,3,96,202,60913,20.153333442779044,6,15,0.31666666666666665,0,27
18168,3,95,203,181351,6.652293067035749,6,15,0.14166666666666666,0,29
18175,2,153,192,480010,2.513280973313056,6,16,0.07500000000000001,0,14
18179,2,371,216,981887,1.2410796761745497,6,17,0.4375,0,9
18185,3,109,220,506100,2.40387275242047,6,19,0.08,5,8
18186,3,373,191,301143,4.042597702752513,6,19,0.0,4,18
18187,3,362,179,324033,3.702092070869325,6,19,-0.05555555555555555,1,15
18188,3,489,204,764898,1.565960428710756,6,21,0.0,2,8
18189,0,98,209,932592,1.2975663527030041,6,21,0.25,3,29
18190,3,103,205,392317,3.096730450120693,6,21,0.10000000000000002,1,14
18202,0,295,208,628930,1.9506145357988964,4,4,-0.030357142857142857,3,37
18203,3,165,220,824334,1.4762220168038682,4,4,-0.0063973063973064015,0,11
18204,0,560,191,866551,1.412727006258143,4,4,0.05357142857142857,2,20
18208,1,296,211,111237,11.026007533464584,4,6,0.0,1,17
18209,3,340,208,725451,1.6722011548677993,4,6,-0.0705357142857143,4,28
18218,3,42,203,224965,5.375502855999822,4,10,-0.15428571428571428,5,28
18223,3,191,174,127784,9.456582983785138,4,12,0.0,2,10
18227,0,83,211,556239,2.1924029059451065,4,13,0.0,0,7
18228,3,174,199,308521,3.9689356640228706,4,13,-0.23333333333333336,0,17
18235,2,372,193,595996,2.051523835730441,4,16,0.325,5,18
18237,3,199,187,255592,4.734889980907071,4,18,0.375,5,14
18239,0,34,211,370391,3.2371196924331316,4,18,-0.1597222222222222,3,14
18242,0,37,192,50127,24.382069543359865,4,20,0.4,3,21
18243,0,262,178,942380,1.2913049937392558,4,20,0.0,3,14
18246,3,130,207,450730,2.695405231513323,4,21,0.38666666666666666,1,20
18251,3,145,188,318499,3.7868250763738662,4,23,-0.09607142857142857,1,16
18255,3,161,201,233162,5.194671515941706,0,0,0.0,0,6
18261,0,269,226,857112,1.410317438094438,0,2,-1.3877787807814457e-17,1,18
18266,0,131,184,482370,2.493728880320086,0,4,0.0,5,8
18267,3,67,225,353006,3.4928584783261476,0,4,0.37916666666666665,0,26
18271,0,580,183,502901,2.4165790085921484,0,5,0.05,4,12
18275,3,155,199,497582,2.4576853664320653,0,6,0.13333333333333333,2,27
18280,3,45,223,644511,1.8998899941195728,0,8,-0.07142857142857142,3,9
18281,1,376,200,773767,1.5595133935667973,0,8,0.35,0,20
18288,3,497,207,211479,5.722554012455137,0,10,0.3875,5,17
18289,2,150,206,438337,2.7606613176619814,0,10,0.0,4,10
18297,0,319,212,867697,1.3789375784404003,0,13,0.0,0,13
18302,3,57,188,826970,1.4559173851530285,0,15,-0.09999999999999999,0,16
18305,3,191,204,301149,4.055799620785724,0,18,0.17261904761904762,5,19
18307,3,146,212,175488,6.929818563092634,0,18,0.0,3,6
18309,3,110,201,881809,1.3636739928941528,0,19,0.0,0,33
18319,1,165,206,393123,3.054260371435912,0,21,0.04166666666666668,3,31
18326,1,146,212,103184,11.80512482555435,2,0,-0.014646464646464642,1,34
18328,0,161,219,528268,2.277063914528232,2,2,0.1,1,8
18344,3,515,238,73326,16.40345852767095,2,7,0.25,0,19
18355,0,477,204,248668,4.903324915147908,2,10,0.1,4,10
18363,3,171,177,766931,1.5940156285246,2,12,-0.012500000000000004,1,25
18370,3,22,200,115530,10.436250324591015,2,14,0.2,0,13
18374,0,395,202,515742,2.3628093116325606,2,16,0.1388888888888889,3,21
18375,0,12,215,716207,1.6923878152545284,2,16,0.1433333333333333,3,14
18377,3,48,204,672363,1.7921866610744495,2,17,0.2722222222222222,2,29
18389,3,66,191,229221,5.260425528202041,2,22,0.18393939393939393,2,24
18392,3,48,212,476569,2.512752612947968,2,23,0.05000000000000002,5,15
18393,3,439,204,57951,20.967714103294163,2,23,0.4,3,13
18395,3,99,201,475356,2.5265274867678116,2,23,0.24999999999999997,1,31
18397,1,317,191,342921,3.510137903482143,3,0,0.43333333333333335,3,18
18405,3,550,199,891956,1.3867275964285233,3,1,0.2,3,12
18411,3,277,200,757117,1.6039793057083647,3,3,0.0,3,22
18412,3,35,189,75229,15.817038642013054,3,4,0.050850340136054425,3,28
18423,0,318,207,912471,1.3164253987250008,3,8,0.16666666666666666,2,21
18430,3,195,170,157696,7.530945616883117,3,11,0.13749999999999998,4,28
18431,3,163,193,659653,1.8318722116021604,3,11,0.05555555555555555,5,26
18438,3,27,200,274870,4.377705824571616,3,13,0.06666666666666667,0,17
18439,0,554,217,686936,1.763628634982007,3,13,0.0,2,9
18444,3,37,184,592480,2.0633607885498244,3,15,-0.4,5,17
18451,0,582,191,188428,6.434287897764664,3,17,0.07083333333333335,0,39
18455,3,162,199,710700,1.6988884198677363,3,17,0.19166666666666665,1,27
18459,3,189,208,918243,1.3017251424731797,3,19,0.0,5,10
18462,3,214,198,801847,1.512009148877529,3,19,0.048611111111111105,5,14
18471,0,199,187,977939,1.238523057164097,1,1,-0.20000000000000004,4,15
18472,1,163,194,611121,2.0061493550377096,1,1,-0.1,0,13
18494,2,111,188,128752,9.48645457934634,1,8,0.0,1,14
18496,3,189,202,421664,2.8807296805039084,1,8,-0.03777777777777778,3,16
18498,1,38,183,406567,2.983272129808863,1,9,0.6,1,18
18507,3,187,188,797684,1.5325617663134776,1,12,-0.25,3,15
18518,2,168,202,604844,1.9960518745329374,1,17,0.425,5,11
18521,0,108,191,334704,3.579281992447058,1,17,0.029999999999999992,4,28
18528,3,357,198,120434,10.154939634986798,1,20,0.4,2,12
18533,3,29,231,576902,2.0712356691431126,1,22,0.11369047619047619,1,30
18538,3,441,197,651631,1.8403053261738622,5,1,-0.16666666666666666,1,10
18543,3,100,197,144853,8.42026053999572,5,2,0.0857142857142857,1,39
18548,3,352,212,596415,2.046393870040157,5,3,0.03888888888888888,5,30
18550,3,225,223,708323,1.697389467799295,5,5,0.0,5,9
18562,3,69,202,602730,2.0261145123023576,5,8,-0.06944444444444443,5,24
18563,2,146,192,890463,1.3459290279326597,5,8,0.28409090909090906,2,18
18565,1,149,200,550098,2.203243785652738,5,9,0.15,5,18
18568,3,245,198,687910,1.7329301798200345,5,10,-0.5,1,8
18569,3,49,191,648694,1.8717607993907759,5,11,0.2333333333333333,5,28
18570,3,36,167,733127,1.635050952972677,5,12,0.23571428571428568,2,19
18573,3,337,238,194659,6.1214739621594685,5,14,0.24345238095238098,0,11
18575,3,31,201,67279,18.115608139241072,5,14,-0.04166666666666667,5,14
18584,0,145,208,119127,10.152190519361689,5,18,0.25,2,22
18599,3,189,214,933537,1.2922894325559673,5,23,0.19333333333333333,3,14
18601,3,98,188,946469,1.2767454612882196,5,23,0.06250000000000001,2,29
18603,3,34,200,713340,1.7028345529481033,5,23,0.0722222222222222,3,12
18617,3,171,206,731971,1.6772522408674662,6,5,-0.20000000000000004,1,21
18622,2,18,201,375045,3.2318788412057224,6,6,0.0,3,20
18624,0,446,201,160329,7.513924492761759,6,7,0.18181818181818182,3,18
18648,0,333,199,126493,9.50329267232179,6,15,0.8,5,9
18652,0,37,189,458303,2.6654854975856583,6,16,0.19090909090909092,1,33
18653,0,333,224,988519,1.2411496390054213,6,16,-0.016666666666666666,2,20
18654,3,65,198,88645,13.598059676236673,6,16,0.04166666666666668,3,13
18657,3,77,194,590083,2.0730981912713973,6,17,0.376984126984127,0,20
18658,0,410,189,821723,1.4706902447661803,6,17,0.20833333333333334,3,18
18659,3,70,204,979862,1.2500739900108382,6,17,0.3282467532467533,5,31
18663,3,147,218,81836,14.876093650716065,6,19,0.3375,5,20
18675,3,161,185,747148,1.6368912183396063,6,23,0.196875,2,33
18690,0,181,200,157057,7.636081167983598,4,2,0.009999999999999998,1,31
18692,3,112,178,783221,1.5260060698066065,4,3,0.35,1,9
18702,3,125,217,297798,4.113862416806023,4,7,0.1,4,25
18714,0,124,210,202099,6.019821968441209,4,11,0.016666666666666666,2,25
18726,0,106,215,181997,6.6198893388352555,4,17,0.31214285714285717,0,24
18727,0,12,210,327282,3.777170757939636,4,17,0.1361111111111111,1,26
18728,3,552,194,613895,1.9900797367628016,4,19,-0.12291666666666667,2,18
18729,2,324,217,371547,3.2919119250054503,4,19,-0.05,1,12
18736,3,65,208,328682,3.6719382260056834,4,21,-0.18035714285714285,5,18
18742,0,256,203,960657,1.270380583288312,4,22,-0.07500000000000001,5,35
18744,3,472,207,657839,1.8582054271637893,4,23,-0.04833333333333334,1,30
18749,0,457,205,832616,1.4494076501052107,0,0,0.15,4,16
18751,3,442,221,533666,2.2759553728361936,0,1,0.0,2,12
18761,2,247,205,800859,1.516746393559915,0,6,-0.030555555555555558,0,28
18774,3,34,205,769974,1.5899238156093582,0,11,0.10416666666666667,3,17
18779,0,126,237,966595,1.2492305464025781,0,13,0.45,0,10
18786,0,64,207,615716,1.9759109719416093,0,15,-0.03888888888888889,0,33
18788,1,508,179,620790,1.9467130591665458,0,15,-0.07083333333333333,5,23
18802,1,163,210,815650,1.4878930913994974,0,20,0.2375,1,11
18807,2,196,201,337249,3.598231573703703,0,21,0.0277777777777778,4,36
18810,3,135,194,807004,1.5198189847881796,0,21,0.1,1,12
18811,3,233,193,292763,4.1538719032118125,0,21,0.0,4,11
18812,3,129,204,805443,1.5222678699796262,0,22,0.014285714285714287,5,33
18817,1,264,221,83904,14.513014874141877,2,0,0.6,2,18
18820,2,116,210,153185,7.9211411038939845,2,0,0.3954545454545454,0,24
18825,3,123,185,577068,2.08294343127673,2,2,0.4,3,8
18826,3,57,185,984506,1.2215263289406058,2,3,0.2892857142857143,5,23
18828,0,185,204,262717,4.622083839264303,2,3,-0.08333333333333333,5,15
18830,2,64,183,766819,1.5864239149003871,2,3,0.09047619047619046,5,16
18840,2,88,205,39671,30.137884096695316,2,5,0.0,3,7
18842,3,78,181,255561,4.787115404932678,2,6,0.06666666666666671,0,23
18847,0,205,185,288390,4.197787718020736,2,8,0.0,2,12
18854,3,123,211,780229,1.5646688344063089,2,10,0.0,3,17
18860,2,20,200,771266,1.580129293914162,2,13,0.375,3,21
18865,2,61,186,169108,7.13863329942995,2,14,0.12224702380952382,5,36
18883,3,141,172,915755,1.3141069390830518,2,21,0.0,3,8
18887,3,138,214,960291,1.278570766569717,2,22,0.08,3,23
18890,2,117,191,240525,5.068495998336972,2,22,0.375,2,17
18895,0,158,199,466424,2.617575424935252,3,0,-0.09823232323232324,4,36
18914,3,310,192,822719,1.476931977990055,3,6,0.09166666666666667,5,18
18921,1,467,192,930979,1.3122744981358334,3,9,0.025000000000000005,3,21
18930,2,16,168,161125,7.580449961210241,3,13,0.20000000000000004,1,14
